epoch;dice;dice_bladder;dice_bones;dice_kidneys;dice_liver;dice_lungs;loss;lr;val_dice;val_dice_bladder;val_dice_bones;val_dice_kidneys;val_dice_liver;val_dice_lungs;val_loss
0;0.746717631816864;0.5043030381202698;0.7785974740982056;0.3859424889087677;0.6611627340316772;0.8547946810722351;0.2892787456512451;0.001;0.8095919489860535;0.5919580459594727;0.8492306470870972;0.6333523392677307;0.7414697408676147;0.8717349171638489;0.1936732977628708
1;0.8218979835510254;0.6130754351615906;0.8445765376091003;0.641794741153717;0.7638854384422302;0.890687108039856;0.17741429805755615;0.001;0.8322562575340271;0.6604429483413696;0.8497891426086426;0.6542368531227112;0.7805368304252625;0.8964203000068665;0.16158545017242432
2;0.8390986919403076;0.6477010846138;0.8602582216262817;0.661094605922699;0.792507529258728;0.8995782136917114;0.1588955819606781;0.001;0.8514355421066284;0.6851162314414978;0.8789798021316528;0.6778000593185425;0.8077732920646667;0.9013587236404419;0.14889715611934662
3;0.8483588695526123;0.6648507118225098;0.8693783283233643;0.6706759333610535;0.8081206679344177;0.9039972424507141;0.14968422055244446;0.001;0.8540828227996826;0.6704200506210327;0.8842579126358032;0.6730244755744934;0.8170777559280396;0.9009387493133545;0.14694665372371674
4;0.8553622961044312;0.6789411306381226;0.8769075870513916;0.6784548163414001;0.8183683753013611;0.9075916409492493;0.14255118370056152;0.001;0.8623088598251343;0.6979419589042664;0.891061544418335;0.6917887330055237;0.8285710215568542;0.9044277667999268;0.13968423008918762
5;0.8591472506523132;0.6847525835037231;0.882670521736145;0.6836981773376465;0.8234269618988037;0.9085595607757568;0.13887490332126617;0.001;0.8643200397491455;0.6971380710601807;0.8875614404678345;0.6925254464149475;0.840397834777832;0.905236542224884;0.13434776663780212
6;0.8641819953918457;0.6954787969589233;0.8894770741462708;0.689833402633667;0.8289198875427246;0.9110609292984009;0.1336846947669983;0.001;0.851283073425293;0.7044666409492493;0.8642961382865906;0.6920133829116821;0.8363682627677917;0.8904792666435242;0.14061041176319122
7;0.8670104742050171;0.701700747013092;0.894801139831543;0.6933271884918213;0.8315780162811279;0.9115101099014282;0.13068675994873047;0.001;0.8722807765007019;0.7239683270454407;0.9030623435974121;0.7035585641860962;0.8452848792076111;0.9063918590545654;0.12706302106380463
8;0.8704596757888794;0.7095818519592285;0.9007282853126526;0.6971695423126221;0.8350659608840942;0.9123738408088684;0.12697777152061462;0.001;0.8768408298492432;0.7281997799873352;0.9120737314224243;0.70830237865448;0.8491251468658447;0.9078835248947144;0.1238086074590683
9;0.8734906315803528;0.7148321270942688;0.9060325622558594;0.7008396983146667;0.8383848667144775;0.9130602478981018;0.1242012158036232;0.001;0.876736581325531;0.7230981588363647;0.9154933094978333;0.711417019367218;0.8423727750778198;0.9092689752578735;0.12427603453397751
10;0.8758088946342468;0.7181426882743835;0.9106705784797668;0.7048760056495667;0.8401666879653931;0.9135033488273621;0.12185373157262802;0.001;0.8809989094734192;0.7364165782928467;0.9208502173423767;0.7179992198944092;0.8495003581047058;0.9094502329826355;0.11791465431451797
